service_id,capacity,duration,price,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,duration_competitor_2,is_holiday_pm1,is_holiday_madrid_pm1,is_holiday_catalonia_pm1,month_sin,month_cos,day_of_week_sin,day_of_week_cos,departure_time_sin,departure_time_cos,train_type_AVE,train_type_AVLO,train_type_IRYO,train_type_OUIGO,train_type_competitor_-2_AVE,train_type_competitor_-2_AVLO,train_type_competitor_-2_IRYO,train_type_competitor_-2_OUIGO,train_type_competitor_-1_AVE,train_type_competitor_-1_AVLO,train_type_competitor_-1_IRYO,train_type_competitor_-1_OUIGO,train_type_competitor_1_AVE,train_type_competitor_1_AVLO,train_type_competitor_1_IRYO,train_type_competitor_1_OUIGO,train_type_competitor_2_AVE,train_type_competitor_2_AVLO,train_type_competitor_2_IRYO,train_type_competitor_2_OUIGO,passengers
00020_07-10-2025-20.27,414,201.0,32.1,1289.0,-22.2,40.04,157.0,-4.8,18.34,172.0,34.8,21.52,172.0,40.2,49.85,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,33
00005_07-10-2025-21.02,509,172.0,21.52,923.0,-39.6,18.34,172.0,-34.8,32.1,201.0,5.4,49.85,172.0,550.2,35.1,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,179
00007_07-10-2025-21.07,414,172.0,49.85,923.0,-40.2,32.1,201.0,-5.4,21.52,172.0,544.8,35.1,157.0,555.0,51.82,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
00001_08-10-2025-06.12,581,157.0,35.1,1401.0,-550.2,21.52,172.0,-544.8,49.85,172.0,10.2,51.82,157.0,15.0,53.95,178.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.9986295347545738,-0.05233595624294384,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,581
00002_08-10-2025-06.22,461,157.0,51.82,1401.0,-555.0,49.85,172.0,-10.2,35.1,157.0,4.8,53.95,178.0,34.8,98.33,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.9953121781612655,-0.09671436296578392,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,461
00003_08-10-2025-06.27,359,178.0,53.95,1401.0,-15.0,35.1,157.0,-4.8,51.82,157.0,30.0,98.33,157.0,34.8,49.97,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.9930684569549263,-0.11753739745783758,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,359
00004_08-10-2025-06.57,414,157.0,98.33,1384.0,-34.8,51.82,157.0,-30.0,53.95,178.0,4.8,49.97,172.0,25.2,10.0,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,414
00005_08-10-2025-07.02,509,172.0,49.97,1798.0,-34.8,53.95,178.0,-4.8,98.33,157.0,20.4,10.0,157.0,25.2,32.02,199.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_08-10-2025-07.22,461,157.0,10.0,1798.0,-25.2,98.33,157.0,-20.4,49.97,172.0,4.8,32.02,199.0,34.8,60.69,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_08-10-2025-07.27,414,199.0,32.02,1384.0,-25.2,49.97,172.0,-4.8,10.0,157.0,30.0,60.69,157.0,60.0,85.18,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_08-10-2025-07.57,414,157.0,60.69,414.0,-34.8,10.0,157.0,-30.0,32.02,199.0,30.0,85.18,172.0,34.8,62.13,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00007_08-10-2025-08.27,414,172.0,85.18,1289.0,-60.0,32.02,199.0,-30.0,60.69,157.0,4.8,62.13,157.0,30.0,46.56,164.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14
00002_08-10-2025-08.32,461,157.0,62.13,1289.0,-34.8,60.69,157.0,-4.8,85.18,172.0,25.2,46.56,164.0,50.4,31.01,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,92
00008_08-10-2025-08.57,414,164.0,46.56,1336.0,-30.0,85.18,172.0,-25.2,62.13,157.0,25.2,31.01,172.0,30.0,55.58,194.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,224
00009_08-10-2025-09.22,461,172.0,31.01,1289.0,-50.4,62.13,157.0,-25.2,46.56,164.0,4.8,55.58,194.0,34.8,45.61,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,303
00010_08-10-2025-09.27,414,194.0,55.58,875.0,-30.0,46.56,164.0,-4.8,31.01,172.0,30.0,45.61,172.0,34.8,47.02,182.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,38
00009_08-10-2025-09.57,461,172.0,45.61,970.0,-34.8,31.01,172.0,-30.0,55.58,194.0,4.8,47.02,182.0,30.0,50.77,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,91
00011_08-10-2025-10.02,509,182.0,47.02,1551.0,-34.8,55.58,194.0,-4.8,45.61,172.0,25.2,50.77,172.0,80.4,29.58,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,71
00012_08-10-2025-10.27,581,172.0,50.77,1090.0,-30.0,45.61,172.0,-25.2,47.02,182.0,55.2,29.58,172.0,60.0,53.25,199.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3
00009_08-10-2025-11.22,461,172.0,29.58,1287.0,-80.4,47.02,182.0,-55.2,50.77,172.0,4.8,53.25,199.0,60.0,37.38,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,461
00006_08-10-2025-11.27,826,199.0,53.25,1287.0,-60.0,50.77,172.0,-4.8,29.58,172.0,55.2,37.38,172.0,60.0,50.35,197.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,52
00009_08-10-2025-12.22,461,172.0,37.38,839.0,-60.0,29.58,172.0,-55.2,53.25,199.0,4.8,50.35,197.0,34.8,42.59,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,207
00013_08-10-2025-12.27,378,197.0,50.35,839.0,-60.0,53.25,199.0,-4.8,37.38,172.0,30.0,42.59,157.0,51.0,48.24,184.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,37
00004_08-10-2025-12.57,414,157.0,42.59,753.0,-34.8,37.38,172.0,-30.0,50.35,197.0,21.0,48.24,184.0,64.8,26.5,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.24615329302899255,-0.9692309097067545,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,290
00014_08-10-2025-13.18,339,184.0,48.24,753.0,-51.0,50.35,197.0,-21.0,42.59,157.0,43.8,26.5,172.0,54.0,53.14,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.33380685923377096,-0.9426414910921784,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,77
00009_08-10-2025-14.02,461,172.0,26.5,1261.0,-64.8,42.59,157.0,-43.8,48.24,184.0,10.2,53.14,157.0,25.2,66.22,177.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.5067862565108238,-0.8620717430769586,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,461
00015_08-10-2025-14.12,509,157.0,53.14,1261.0,-54.0,48.24,184.0,-10.2,26.5,172.0,15.0,66.22,177.0,30.0,48.73,179.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.5446390350150268,-0.8386705679454243,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,29
00016_08-10-2025-14.27,291,177.0,66.22,1722.0,-25.2,26.5,172.0,-15.0,53.14,157.0,15.0,48.73,179.0,30.0,54.52,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.598324600570659,-0.8012538126910607,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3
00017_08-10-2025-14.42,461,179.0,48.73,1166.0,-30.0,53.14,157.0,-15.0,66.22,177.0,15.0,54.52,157.0,45.0,37.86,199.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.6494480483301835,-0.760405965600031,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,33
00004_08-10-2025-14.57,414,157.0,54.52,875.0,-30.0,66.22,177.0,-15.0,48.73,179.0,30.0,37.86,199.0,60.0,54.21,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.6977904598416796,-0.7163019434246547,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,78
00018_08-10-2025-15.27,571,199.0,37.86,571.0,-45.0,48.73,179.0,-30.0,54.52,157.0,30.0,54.21,157.0,60.0,54.7,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.7853169308807447,-0.6190939493098343,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,118
00004_08-10-2025-15.57,414,157.0,54.21,414.0,-60.0,54.52,157.0,-30.0,37.86,199.0,30.0,54.7,172.0,40.2,37.24,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8594064115014524,-0.5112930860770526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,261
00007_08-10-2025-16.27,414,172.0,54.7,875.0,-60.0,37.86,199.0,-30.0,54.21,157.0,10.2,37.24,157.0,30.0,106.84,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9187912101488984,-0.39474385638426707,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,317
00002_08-10-2025-16.37,461,157.0,37.24,1289.0,-40.2,54.21,157.0,-10.2,54.7,172.0,19.8,106.84,157.0,39.6,31.63,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9354440308298674,-0.35347484377925703,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00004_08-10-2025-16.57,414,157.0,106.84,1845.0,-30.0,54.7,172.0,-19.8,37.24,157.0,19.8,31.63,157.0,25.2,35.03,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9624552364536471,-0.27144044986507504,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
00015_08-10-2025-17.17,509,157.0,31.63,1798.0,-39.6,37.24,157.0,-19.8,106.84,157.0,5.4,35.03,172.0,10.2,58.22,199.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9822872507286887,-0.18738131458572463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00009_08-10-2025-17.22,461,172.0,35.03,1798.0,-25.2,106.84,157.0,-5.4,31.63,157.0,4.8,58.22,199.0,34.8,54.84,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_08-10-2025-17.27,414,199.0,58.22,1384.0,-10.2,31.63,157.0,-4.8,35.03,172.0,30.0,54.84,157.0,60.0,67.17,177.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9896513868196702,-0.1434926219911794,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,104
00004_08-10-2025-17.57,414,157.0,54.84,414.0,-34.8,35.03,172.0,-30.0,58.22,199.0,30.0,67.17,177.0,34.8,54.83,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00016_08-10-2025-18.27,414,177.0,67.17,875.0,-60.0,58.22,199.0,-30.0,54.84,157.0,4.8,54.83,157.0,30.0,134.74,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9930684569549263,0.11753739745783724,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48
00002_08-10-2025-18.32,461,157.0,54.83,1289.0,-34.8,54.84,157.0,-4.8,67.17,177.0,25.2,134.74,157.0,57.0,25.68,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,183
00004_08-10-2025-18.57,414,157.0,134.74,875.0,-30.0,67.17,177.0,-25.2,54.83,157.0,31.8,25.68,172.0,37.2,27.22,201.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
00009_08-10-2025-19.29,461,172.0,25.68,1042.0,-57.0,54.83,157.0,-31.8,134.74,157.0,5.4,27.22,201.0,36.0,50.27,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,461
00019_08-10-2025-19.34,581,201.0,27.22,1042.0,-37.2,134.74,157.0,-5.4,25.68,172.0,30.6,50.27,157.0,48.0,36.72,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,382
00004_08-10-2025-20.05,414,157.0,50.27,1289.0,-36.0,25.68,172.0,-30.6,27.22,201.0,17.4,36.72,172.0,22.2,49.78,201.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,168
00009_08-10-2025-20.22,461,172.0,36.72,1289.0,-48.0,27.22,201.0,-17.4,50.27,157.0,4.8,49.78,201.0,39.6,54.45,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,170
00020_08-10-2025-20.27,414,201.0,49.78,1289.0,-22.2,50.27,157.0,-4.8,36.72,172.0,34.8,54.45,172.0,40.2,64.3,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3
00005_08-10-2025-21.02,509,172.0,54.45,923.0,-39.6,36.72,172.0,-34.8,49.78,201.0,5.4,64.3,172.0,550.2,27.57,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2
00007_08-10-2025-21.07,414,172.0,64.3,923.0,-40.2,49.78,201.0,-5.4,54.45,172.0,544.8,27.57,157.0,555.0,40.25,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
00001_09-10-2025-06.12,581,157.0,27.57,1401.0,-550.2,54.45,172.0,-544.8,64.3,172.0,10.2,40.25,157.0,15.0,43.3,178.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.9986295347545738,-0.05233595624294384,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,581
00002_09-10-2025-06.22,461,157.0,40.25,1401.0,-555.0,64.3,172.0,-10.2,27.57,157.0,4.8,43.3,178.0,34.8,57.16,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.9953121781612655,-0.09671436296578392,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,461
00003_09-10-2025-06.27,359,178.0,43.3,1401.0,-15.0,27.57,157.0,-4.8,40.25,157.0,30.0,57.16,157.0,34.8,11.81,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.9930684569549263,-0.11753739745783758,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,359
00004_09-10-2025-06.57,414,157.0,57.16,1384.0,-34.8,40.25,157.0,-30.0,43.3,178.0,4.8,11.81,172.0,25.2,50.38,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,414
00005_09-10-2025-07.02,509,172.0,11.81,1798.0,-34.8,43.3,178.0,-4.8,57.16,157.0,20.4,50.38,157.0,25.2,56.3,199.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_09-10-2025-07.22,461,157.0,50.38,1798.0,-25.2,57.16,157.0,-20.4,11.81,172.0,4.8,56.3,199.0,34.8,56.88,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_09-10-2025-07.27,414,199.0,56.3,1384.0,-25.2,11.81,172.0,-4.8,50.38,157.0,30.0,56.88,157.0,60.0,44.31,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,239
00004_09-10-2025-07.57,414,157.0,56.88,414.0,-34.8,50.38,157.0,-30.0,56.3,199.0,30.0,44.31,172.0,34.8,36.84,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00007_09-10-2025-08.27,414,172.0,44.31,1289.0,-60.0,56.3,199.0,-30.0,56.88,157.0,4.8,36.84,157.0,30.0,85.07,164.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,378
00002_09-10-2025-08.32,461,157.0,36.84,1289.0,-34.8,56.88,157.0,-4.8,44.31,172.0,25.2,85.07,164.0,50.4,64.13,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00008_09-10-2025-08.57,414,164.0,85.07,1336.0,-30.0,44.31,172.0,-25.2,36.84,157.0,25.2,64.13,172.0,30.0,62.12,194.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6
00009_09-10-2025-09.22,461,172.0,64.13,1289.0,-50.4,36.84,157.0,-25.2,85.07,164.0,4.8,62.12,194.0,34.8,63.78,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,29
00010_09-10-2025-09.27,414,194.0,62.12,875.0,-30.0,85.07,164.0,-4.8,64.13,172.0,30.0,63.78,172.0,34.8,23.31,182.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,102
00009_09-10-2025-09.57,461,172.0,63.78,970.0,-34.8,64.13,172.0,-30.0,62.12,194.0,4.8,23.31,182.0,30.0,44.15,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,63
00011_09-10-2025-10.02,509,182.0,23.31,1551.0,-34.8,62.12,194.0,-4.8,63.78,172.0,25.2,44.15,172.0,80.4,60.66,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,509
00012_09-10-2025-10.27,581,172.0,44.15,1090.0,-30.0,63.78,172.0,-25.2,23.31,182.0,55.2,60.66,172.0,60.0,60.75,199.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,47
00009_09-10-2025-11.22,461,172.0,60.66,1287.0,-80.4,23.31,182.0,-55.2,44.15,172.0,4.8,60.75,199.0,60.0,56.38,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,154
00006_09-10-2025-11.27,826,199.0,60.75,1287.0,-60.0,44.15,172.0,-4.8,60.66,172.0,55.2,56.38,172.0,60.0,43.49,197.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,130
00009_09-10-2025-12.22,461,172.0,56.38,839.0,-60.0,60.66,172.0,-55.2,60.75,199.0,4.8,43.49,197.0,34.8,65.75,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,100
00013_09-10-2025-12.27,378,197.0,43.49,839.0,-60.0,60.75,199.0,-4.8,56.38,172.0,30.0,65.75,157.0,51.0,55.14,184.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,378
00004_09-10-2025-14.57,414,157.0,87.44,875.0,-30.0,71.12,177.0,-15.0,44.65,179.0,30.0,44.54,199.0,60.0,110.52,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.6977904598416796,-0.7163019434246547,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
00018_09-10-2025-15.27,571,199.0,44.54,571.0,-45.0,44.65,179.0,-30.0,87.44,157.0,30.0,110.52,157.0,60.0,70.61,172.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.7853169308807447,-0.6190939493098343,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,145
00004_09-10-2025-15.57,414,157.0,110.52,414.0,-60.0,87.44,157.0,-30.0,44.54,199.0,30.0,70.61,172.0,40.2,37.99,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8594064115014524,-0.5112930860770526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
00007_09-10-2025-16.27,414,172.0,70.61,875.0,-60.0,44.54,199.0,-30.0,110.52,157.0,10.2,37.99,157.0,30.0,158.52,157.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.9187912101488984,-0.39474385638426707,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,247
