service_id,train_type,capacity,train_model,year,month,day_of_week,departure_time,duration,price,passengers,time_distance_competitor_-2,price_competitor_-2,train_type_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,train_type_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,train_type_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,train_type_competitor_2,duration_competitor_2
00009_20-09-2025-11.22,IRYO,461,S-109,2025,9,5,11.37,172.0,64.62,11,-115.2,55.98,AVE,194.0,-55.2,48.65,AVLO,172.0,4.8,52.8,AVE,199.0,64.8,65.04,AVE,197.0
00006_20-09-2025-11.27,AVE,803,S-103,2025,9,5,11.45,199.0,52.8,227,-120.0,55.98,AVE,194.0,-60.0,48.65,AVLO,172.0,60.0,65.04,AVE,197.0,111.0,82.74,AVE,184.0
00009_20-09-2025-12.22,IRYO,461,S-109,2025,9,5,12.37,172.0,59.11,28,-115.2,48.65,AVLO,172.0,-55.2,52.8,AVE,199.0,4.8,65.04,AVE,197.0,55.8,82.74,AVE,184.0
00013_20-09-2025-12.27,AVE,378,S-103,2025,9,5,12.45,197.0,65.04,56,-120.0,48.65,AVLO,172.0,-60.0,52.8,AVE,199.0,51.0,82.74,AVE,184.0,180.0,26.46,AVLO,199.0
00014_20-09-2025-13.18,AVE,339,S-100,2025,9,5,13.3,184.0,82.74,0,-111.0,52.8,AVE,199.0,-51.0,65.04,AVE,197.0,129.0,26.46,AVLO,199.0,189.0,88.99,AVE,172.0
00015_20-09-2025-14.12,OUIGO,509,S-108,2025,9,5,14.2,157.0,23.43,1101,-105.0,65.04,AVE,197.0,-54.0,82.74,AVE,184.0,75.0,26.46,AVLO,199.0,135.0,88.99,AVE,172.0
00017_20-09-2025-14.42,IRYO,461,S-109,2025,9,5,14.7,179.0,32.96,139,-135.0,65.04,AVE,197.0,-84.0,82.74,AVE,184.0,45.0,26.46,AVLO,199.0,105.0,88.99,AVE,172.0
00018_20-09-2025-15.27,AVLO,547,S-106,2025,9,5,15.45,199.0,26.46,413,-180.0,65.04,AVE,197.0,-129.0,82.74,AVE,184.0,60.0,88.99,AVE,172.0,120.0,19.44,AVLO,199.0
00007_20-09-2025-16.27,AVE,414,S-103,2025,9,5,16.45,172.0,88.99,9,-189.0,82.74,AVE,184.0,-60.0,26.46,AVLO,199.0,60.0,19.44,AVLO,199.0,120.0,92.55,AVE,177.0
00002_20-09-2025-16.37,IRYO,461,S-109,2025,9,5,16.62,157.0,35.55,246,-70.2,26.46,AVLO,199.0,-10.2,88.99,AVE,172.0,49.8,19.44,AVLO,199.0,109.8,92.55,AVE,177.0
00015_20-09-2025-17.17,OUIGO,509,S-108,2025,9,5,17.28,157.0,37.9,93,-109.8,26.46,AVLO,199.0,-49.8,88.99,AVE,172.0,10.2,19.44,AVLO,199.0,70.2,92.55,AVE,177.0
00018_20-09-2025-17.27,AVLO,581,S-106,2025,9,5,17.45,199.0,19.44,2739,-120.0,26.46,AVLO,199.0,-60.0,88.99,AVE,172.0,60.0,92.55,AVE,177.0,127.2,33.39,AVLO,201.0
00016_20-09-2025-18.27,AVE,414,S-103,2025,9,5,18.45,177.0,92.55,0,-120.0,88.99,AVE,172.0,-60.0,19.44,AVLO,199.0,67.2,33.39,AVLO,201.0,120.0,24.58,AVE,201.0
00009_20-09-2025-19.29,IRYO,461,S-109,2025,9,5,19.48,172.0,33.83,16,-121.8,19.44,AVLO,199.0,-61.8,92.55,AVE,177.0,5.4,33.39,AVLO,201.0,58.2,24.58,AVE,201.0
00019_20-09-2025-19.34,AVLO,581,S-106,2025,9,5,19.57,201.0,33.39,7,-127.2,19.44,AVLO,199.0,-67.2,92.55,AVE,177.0,52.8,24.58,AVE,201.0,652.8,52.03,AVLO,178.0
00009_20-09-2025-20.22,IRYO,461,S-109,2025,9,5,20.37,172.0,29.18,35,-115.2,92.55,AVE,177.0,-48.0,33.39,AVLO,201.0,4.8,24.58,AVE,201.0,604.8,52.03,AVLO,178.0
00020_20-09-2025-20.27,AVE,414,S-103,2025,9,5,20.45,201.0,24.58,888,-120.0,92.55,AVE,177.0,-52.8,33.39,AVLO,201.0,600.0,52.03,AVLO,178.0,660.0,65.29,AVE,199.0
00005_20-09-2025-21.02,OUIGO,509,S-108,2025,9,5,21.03,172.0,21.05,673,-87.6,33.39,AVLO,201.0,-34.8,24.58,AVE,201.0,565.2,52.03,AVLO,178.0,625.2,65.29,AVE,199.0
00021_21-09-2025-06.27,AVLO,581,S-106,2025,9,6,6.45,178.0,52.03,93,-652.8,33.39,AVLO,201.0,-600.0,24.58,AVE,201.0,60.0,65.29,AVE,199.0,120.0,70.6,AVE,172.0
00005_21-09-2025-07.02,OUIGO,509,S-108,2025,9,6,7.03,172.0,16.35,5886,-634.8,24.58,AVE,201.0,-34.8,52.03,AVLO,178.0,25.2,65.29,AVE,199.0,85.2,70.6,AVE,172.0
00006_21-09-2025-07.27,AVE,414,S-103,2025,9,6,7.45,199.0,65.29,32,-660.0,24.58,AVE,201.0,-60.0,52.03,AVLO,178.0,60.0,70.6,AVE,172.0,120.0,35.75,AVE,194.0
00009_21-09-2025-08.07,IRYO,461,S-109,2025,9,6,8.12,172.0,46.14,24,-100.2,52.03,AVLO,178.0,-40.2,65.29,AVE,199.0,19.8,70.6,AVE,172.0,79.8,35.75,AVE,194.0
00007_21-09-2025-08.27,AVE,414,S-103,2025,9,6,8.45,172.0,70.6,15,-120.0,52.03,AVLO,178.0,-60.0,65.29,AVE,199.0,60.0,35.75,AVE,194.0,120.0,45.46,AVLO,172.0
00009_21-09-2025-09.22,IRYO,461,S-109,2025,9,6,9.37,172.0,48.93,45,-115.2,65.29,AVE,199.0,-55.2,70.6,AVE,172.0,4.8,35.75,AVE,194.0,64.8,45.46,AVLO,172.0
00010_21-09-2025-09.27,AVE,414,S-103,2025,9,6,9.45,194.0,35.75,712,-120.0,65.29,AVE,199.0,-60.0,70.6,AVE,172.0,60.0,45.46,AVLO,172.0,120.0,116.92,AVE,199.0
00009_21-09-2025-09.57,IRYO,461,S-109,2025,9,6,9.95,172.0,77.19,1,-90.0,70.6,AVE,172.0,-30.0,35.75,AVE,194.0,30.0,45.46,AVLO,172.0,90.0,116.92,AVE,199.0
00011_21-09-2025-10.02,OUIGO,509,S-108,2025,9,6,10.03,182.0,52.97,9,-94.8,70.6,AVE,172.0,-34.8,35.75,AVE,194.0,25.2,45.46,AVLO,172.0,85.2,116.92,AVE,199.0
00012_21-09-2025-10.27,AVLO,581,S-106,2025,9,6,10.45,172.0,45.46,97,-120.0,70.6,AVE,172.0,-60.0,35.75,AVE,194.0,60.0,116.92,AVE,199.0,120.0,37.98,AVE,197.0
00009_21-09-2025-11.22,IRYO,461,S-109,2025,9,6,11.37,172.0,59.72,23,-115.2,35.75,AVE,194.0,-55.2,45.46,AVLO,172.0,4.8,116.92,AVE,199.0,64.8,37.98,AVE,197.0
00006_21-09-2025-11.27,AVE,803,S-103,2025,9,6,11.45,199.0,116.92,0,-120.0,35.75,AVE,194.0,-60.0,45.46,AVLO,172.0,60.0,37.98,AVE,197.0,111.0,55.14,AVE,184.0
00009_21-09-2025-12.22,IRYO,461,S-109,2025,9,6,12.37,172.0,59.78,27,-115.2,45.46,AVLO,172.0,-55.2,116.92,AVE,199.0,4.8,37.98,AVE,197.0,55.8,55.14,AVE,184.0
00013_21-09-2025-12.27,AVE,398,S-103,2025,9,6,12.45,197.0,37.98,604,-120.0,45.46,AVLO,172.0,-60.0,116.92,AVE,199.0,51.0,55.14,AVE,184.0,120.0,96.38,AVE,177.0
00014_21-09-2025-13.18,AVE,339,S-100,2025,9,6,13.3,184.0,55.14,73,-111.0,116.92,AVE,199.0,-51.0,37.98,AVE,197.0,69.0,96.38,AVE,177.0,129.0,63.58,AVLO,199.0
00009_21-09-2025-14.02,IRYO,461,S-109,2025,9,6,14.03,172.0,79.34,9,-94.8,37.98,AVE,197.0,-43.8,55.14,AVE,184.0,25.2,96.38,AVE,177.0,85.2,63.58,AVLO,199.0
00015_21-09-2025-14.12,OUIGO,509,S-108,2025,9,6,14.2,157.0,63.39,17,-105.0,37.98,AVE,197.0,-54.0,55.14,AVE,184.0,15.0,96.38,AVE,177.0,75.0,63.58,AVLO,199.0
00016_21-09-2025-14.27,AVE,381,S-103,2025,9,6,14.45,177.0,96.38,10,-120.0,37.98,AVE,197.0,-69.0,55.14,AVE,184.0,60.0,63.58,AVLO,199.0,120.0,90.35,AVE,172.0
00017_21-09-2025-14.42,IRYO,461,S-109,2025,9,6,14.7,179.0,60.35,73,-84.0,55.14,AVE,184.0,-15.0,96.38,AVE,177.0,45.0,63.58,AVLO,199.0,105.0,90.35,AVE,172.0
00018_21-09-2025-15.27,AVLO,571,S-106,2025,9,6,15.45,199.0,63.58,37,-129.0,55.14,AVE,184.0,-60.0,96.38,AVE,177.0,60.0,90.35,AVE,172.0,90.0,82.18,AVE,157.0
00007_21-09-2025-16.27,AVE,414,S-103,2025,9,6,16.45,172.0,90.35,53,-120.0,96.38,AVE,177.0,-60.0,63.58,AVLO,199.0,30.0,82.18,AVE,157.0,60.0,69.41,AVLO,199.0
00002_21-09-2025-16.37,IRYO,461,S-109,2025,9,6,16.62,157.0,69.23,95,-70.2,63.58,AVLO,199.0,-10.2,90.35,AVE,172.0,19.8,82.18,AVE,157.0,49.8,69.41,AVLO,199.0
00004_21-09-2025-16.57,AVE,414,S-103,2025,9,6,16.95,157.0,82.18,176,-90.0,63.58,AVLO,199.0,-30.0,90.35,AVE,172.0,30.0,69.41,AVLO,199.0,60.0,67.48,AVE,157.0
00015_21-09-2025-17.17,OUIGO,509,S-108,2025,9,6,17.28,157.0,58.32,74,-49.8,90.35,AVE,172.0,-19.8,82.18,AVE,157.0,10.2,69.41,AVLO,199.0,40.2,67.48,AVE,157.0
00009_21-09-2025-17.22,IRYO,461,S-109,2025,9,6,17.37,172.0,75.38,34,-55.2,90.35,AVE,172.0,-25.2,82.18,AVE,157.0,4.8,69.41,AVLO,199.0,34.8,67.48,AVE,157.0
00018_21-09-2025-17.27,AVLO,581,S-106,2025,9,6,17.45,199.0,69.41,17,-60.0,90.35,AVE,172.0,-30.0,82.18,AVE,157.0,30.0,67.48,AVE,157.0,60.0,87.04,AVE,177.0
00004_21-09-2025-17.57,AVE,414,S-103,2025,9,6,17.95,157.0,67.48,223,-60.0,82.18,AVE,157.0,-30.0,69.41,AVLO,199.0,30.0,87.04,AVE,177.0,60.0,122.71,AVE,157.0
00016_21-09-2025-18.27,AVE,414,S-103,2025,9,6,18.45,177.0,87.04,19,-60.0,69.41,AVLO,199.0,-30.0,67.48,AVE,157.0,30.0,122.71,AVE,157.0,67.2,82.39,AVLO,201.0
00002_21-09-2025-18.32,IRYO,461,S-109,2025,9,6,18.53,157.0,98.66,1,-34.8,67.48,AVE,157.0,-4.8,87.04,AVE,177.0,25.2,122.71,AVE,157.0,62.4,82.39,AVLO,201.0
00004_21-09-2025-18.57,AVE,414,S-103,2025,9,6,18.95,157.0,122.71,0,-60.0,67.48,AVE,157.0,-30.0,87.04,AVE,177.0,37.2,82.39,AVLO,201.0,67.8,67.2,AVE,157.0
00009_21-09-2025-19.29,IRYO,461,S-109,2025,9,6,19.48,172.0,94.62,0,-61.8,87.04,AVE,177.0,-31.8,122.71,AVE,157.0,5.4,82.39,AVLO,201.0,36.0,67.2,AVE,157.0
00019_21-09-2025-19.34,AVLO,581,S-106,2025,9,6,19.57,201.0,82.39,1,-67.2,87.04,AVE,177.0,-37.2,122.71,AVE,157.0,30.6,67.2,AVE,157.0,52.8,79.91,AVE,201.0
00004_21-09-2025-20.05,AVE,414,S-103,2025,9,6,20.08,157.0,67.2,25,-67.8,122.71,AVE,157.0,-30.6,82.39,AVLO,201.0,22.2,79.91,AVE,201.0,62.4,137.85,AVE,172.0
00009_21-09-2025-20.22,IRYO,461,S-109,2025,9,6,20.37,172.0,88.65,0,-48.0,82.39,AVLO,201.0,-17.4,67.2,AVE,157.0,4.8,79.91,AVE,201.0,45.0,137.85,AVE,172.0
00020_21-09-2025-20.27,AVE,834,S-103,2025,9,6,20.45,201.0,79.91,4,-52.8,82.39,AVLO,201.0,-22.2,67.2,AVE,157.0,40.2,137.85,AVE,172.0,585.0,27.12,AVLO,157.0
00005_21-09-2025-21.02,OUIGO,509,S-108,2025,9,6,21.03,172.0,74.36,0,-57.0,67.2,AVE,157.0,-34.8,79.91,AVE,201.0,5.4,137.85,AVE,172.0,550.2,27.12,AVLO,157.0
00007_21-09-2025-21.07,AVE,414,S-103,2025,9,6,21.12,172.0,137.85,0,-62.4,67.2,AVE,157.0,-40.2,79.91,AVE,201.0,544.8,27.12,AVLO,157.0,559.8,42.78,AVE,178.0
00001_22-09-2025-06.12,AVLO,581,S-106,2025,9,0,6.2,157.0,27.12,593,-585.0,79.91,AVE,201.0,-544.8,137.85,AVE,172.0,15.0,42.78,AVE,178.0,45.0,53.33,AVE,157.0
00002_22-09-2025-06.22,IRYO,461,S-109,2025,9,0,6.37,157.0,52.21,69,-555.0,137.85,AVE,172.0,-10.2,27.12,AVLO,157.0,4.8,42.78,AVE,178.0,34.8,53.33,AVE,157.0
00003_22-09-2025-06.27,AVE,359,S-103,2025,9,0,6.45,178.0,42.78,355,-559.8,137.85,AVE,172.0,-15.0,27.12,AVLO,157.0,30.0,53.33,AVE,157.0,60.0,45.19,AVE,199.0
00004_22-09-2025-06.57,AVE,414,S-103,2025,9,0,6.95,157.0,53.33,163,-45.0,27.12,AVLO,157.0,-30.0,42.78,AVE,178.0,30.0,45.19,AVE,199.0,60.0,60.9,AVE,157.0
00005_22-09-2025-07.02,OUIGO,509,S-108,2025,9,0,7.03,172.0,10.0,450,-34.8,42.78,AVE,178.0,-4.8,53.33,AVE,157.0,25.2,45.19,AVE,199.0,55.2,60.9,AVE,157.0
00002_22-09-2025-07.22,IRYO,461,S-109,2025,9,0,7.37,157.0,28.79,167,-55.2,42.78,AVE,178.0,-25.2,53.33,AVE,157.0,4.8,45.19,AVE,199.0,34.8,60.9,AVE,157.0
00006_22-09-2025-07.27,AVE,414,S-103,2025,9,0,7.45,199.0,45.19,61,-60.0,42.78,AVE,178.0,-30.0,53.33,AVE,157.0,30.0,60.9,AVE,157.0,60.0,66.31,AVE,172.0
00004_22-09-2025-07.57,AVE,414,S-103,2025,9,0,7.95,157.0,60.9,16,-60.0,53.33,AVE,157.0,-30.0,45.19,AVE,199.0,30.0,66.31,AVE,172.0,60.0,43.76,AVE,164.0
00007_22-09-2025-08.27,AVE,414,S-103,2025,9,0,8.45,172.0,66.31,12,-60.0,45.19,AVE,199.0,-30.0,60.9,AVE,157.0,30.0,43.76,AVE,164.0,60.0,75.64,AVE,194.0
00002_22-09-2025-08.32,IRYO,461,S-109,2025,9,0,8.53,157.0,39.39,31,-34.8,60.9,AVE,157.0,-4.8,66.31,AVE,172.0,25.2,43.76,AVE,164.0,55.2,75.64,AVE,194.0
00008_22-09-2025-08.57,AVE,836,S-103,2025,9,0,8.95,164.0,43.76,112,-60.0,60.9,AVE,157.0,-30.0,66.31,AVE,172.0,30.0,75.64,AVE,194.0,90.0,38.04,AVLO,172.0
00009_22-09-2025-09.22,IRYO,461,S-109,2025,9,0,9.37,172.0,52.52,4,-55.2,66.31,AVE,172.0,-25.2,43.76,AVE,164.0,4.8,75.64,AVE,194.0,64.8,38.04,AVLO,172.0
00010_22-09-2025-09.27,AVE,414,S-103,2025,9,0,9.45,194.0,75.64,1,-60.0,66.31,AVE,172.0,-30.0,43.76,AVE,164.0,60.0,38.04,AVLO,172.0,120.0,40.72,AVE,199.0
00009_22-09-2025-09.57,IRYO,461,S-109,2025,9,0,9.95,172.0,39.72,37,-60.0,43.76,AVE,164.0,-30.0,75.64,AVE,194.0,30.0,38.04,AVLO,172.0,90.0,40.72,AVE,199.0
00011_22-09-2025-10.02,OUIGO,509,S-108,2025,9,0,10.03,182.0,29.63,44,-64.8,43.76,AVE,164.0,-34.8,75.64,AVE,194.0,25.2,38.04,AVLO,172.0,85.2,40.72,AVE,199.0
00012_22-09-2025-10.27,AVLO,581,S-106,2025,9,0,10.45,172.0,38.04,33,-90.0,43.76,AVE,164.0,-60.0,75.64,AVE,194.0,60.0,40.72,AVE,199.0,120.0,54.26,AVE,197.0
00009_22-09-2025-11.22,IRYO,461,S-109,2025,9,0,11.37,172.0,24.08,149,-115.2,75.64,AVE,194.0,-55.2,38.04,AVLO,172.0,4.8,40.72,AVE,199.0,64.8,54.26,AVE,197.0
00006_22-09-2025-11.27,AVE,826,S-103,2025,9,0,11.45,199.0,40.72,64,-120.0,75.64,AVE,194.0,-60.0,38.04,AVLO,172.0,60.0,54.26,AVE,197.0,90.0,23.79,AVE,157.0
00009_22-09-2025-12.22,IRYO,461,S-109,2025,9,0,12.37,172.0,25.04,80,-115.2,38.04,AVLO,172.0,-55.2,40.72,AVE,199.0,4.8,54.26,AVE,197.0,34.8,23.79,AVE,157.0
00013_22-09-2025-12.27,AVE,378,S-103,2025,9,0,12.45,197.0,54.26,10,-120.0,38.04,AVLO,172.0,-60.0,40.72,AVE,199.0,30.0,23.79,AVE,157.0,51.0,68.94,AVE,184.0
00004_22-09-2025-12.57,AVE,414,S-103,2025,9,0,12.95,157.0,23.79,426,-90.0,40.72,AVE,199.0,-30.0,54.26,AVE,197.0,21.0,68.94,AVE,184.0,90.0,36.18,AVE,177.0
00014_22-09-2025-13.18,AVE,339,S-100,2025,9,0,13.3,184.0,68.94,0,-51.0,54.26,AVE,197.0,-21.0,23.79,AVE,157.0,69.0,36.18,AVE,177.0,99.0,41.46,AVE,157.0
00009_22-09-2025-14.02,IRYO,461,S-109,2025,9,0,14.03,172.0,25.25,64,-64.8,23.79,AVE,157.0,-43.8,68.94,AVE,184.0,25.2,36.18,AVE,177.0,55.2,41.46,AVE,157.0
00015_22-09-2025-14.12,OUIGO,509,S-108,2025,9,0,14.2,157.0,21.45,64,-75.0,23.79,AVE,157.0,-54.0,68.94,AVE,184.0,15.0,36.18,AVE,177.0,45.0,41.46,AVE,157.0
00016_22-09-2025-14.27,AVE,291,S-100,2025,9,0,14.45,177.0,36.18,150,-90.0,23.79,AVE,157.0,-69.0,68.94,AVE,184.0,30.0,41.46,AVE,157.0,60.0,34.69,AVLO,199.0
00017_22-09-2025-14.42,IRYO,461,S-109,2025,9,0,14.7,179.0,59.23,0,-84.0,68.94,AVE,184.0,-15.0,36.18,AVE,177.0,15.0,41.46,AVE,157.0,45.0,34.69,AVLO,199.0
00004_22-09-2025-14.57,AVE,414,S-103,2025,9,0,14.95,157.0,41.46,178,-99.0,68.94,AVE,184.0,-30.0,36.18,AVE,177.0,30.0,34.69,AVLO,199.0,60.0,42.19,AVE,157.0
00018_22-09-2025-15.27,AVLO,571,S-106,2025,9,0,15.45,199.0,34.69,24,-60.0,36.18,AVE,177.0,-30.0,41.46,AVE,157.0,30.0,42.19,AVE,157.0,60.0,81.34,AVE,172.0
00004_22-09-2025-15.57,AVE,414,S-103,2025,9,0,15.95,157.0,42.19,268,-60.0,41.46,AVE,157.0,-30.0,34.69,AVLO,199.0,30.0,81.34,AVE,172.0,60.0,51.28,AVE,157.0
00007_22-09-2025-16.27,AVE,414,S-103,2025,9,0,16.45,172.0,81.34,5,-60.0,34.69,AVLO,199.0,-30.0,42.19,AVE,157.0,30.0,51.28,AVE,157.0,60.0,68.04,AVE,199.0
00002_22-09-2025-16.37,IRYO,461,S-109,2025,9,0,16.62,157.0,35.57,133,-40.2,42.19,AVE,157.0,-10.2,81.34,AVE,172.0,19.8,51.28,AVE,157.0,49.8,68.04,AVE,199.0
00004_22-09-2025-16.57,AVE,414,S-103,2025,9,0,16.95,157.0,51.28,221,-60.0,42.19,AVE,157.0,-30.0,81.34,AVE,172.0,30.0,68.04,AVE,199.0,60.0,30.22,AVE,157.0
00015_22-09-2025-17.17,OUIGO,509,S-108,2025,9,0,17.28,157.0,40.48,25,-49.8,81.34,AVE,172.0,-19.8,51.28,AVE,157.0,10.2,68.04,AVE,199.0,40.2,30.22,AVE,157.0
00009_22-09-2025-17.22,IRYO,461,S-109,2025,9,0,17.37,172.0,42.68,37,-55.2,81.34,AVE,172.0,-25.2,51.28,AVE,157.0,4.8,68.04,AVE,199.0,34.8,30.22,AVE,157.0
00006_22-09-2025-17.27,AVE,414,S-103,2025,9,0,17.45,199.0,68.04,4,-60.0,81.34,AVE,172.0,-30.0,51.28,AVE,157.0,30.0,30.22,AVE,157.0,60.0,58.29,AVE,177.0
00004_22-09-2025-17.57,AVE,414,S-103,2025,9,0,17.95,157.0,30.22,446,-60.0,51.28,AVE,157.0,-30.0,68.04,AVE,199.0,30.0,58.29,AVE,177.0,60.0,44.21,AVE,157.0
00016_22-09-2025-18.27,AVE,414,S-103,2025,9,0,18.45,177.0,58.29,15,-60.0,68.04,AVE,199.0,-30.0,30.22,AVE,157.0,30.0,44.21,AVE,157.0,67.2,24.93,AVLO,201.0
00002_22-09-2025-18.32,IRYO,461,S-109,2025,9,0,18.53,157.0,44.51,9,-34.8,30.22,AVE,157.0,-4.8,58.29,AVE,177.0,25.2,44.21,AVE,157.0,62.4,24.93,AVLO,201.0
00004_22-09-2025-18.57,AVE,414,S-103,2025,9,0,18.95,157.0,44.21,55,-60.0,30.22,AVE,157.0,-30.0,58.29,AVE,177.0,37.2,24.93,AVLO,201.0,67.8,28.13,AVE,157.0
00009_22-09-2025-19.29,IRYO,461,S-109,2025,9,0,19.48,172.0,56.81,0,-61.8,58.29,AVE,177.0,-31.8,44.21,AVE,157.0,5.4,24.93,AVLO,201.0,36.0,28.13,AVE,157.0
00019_22-09-2025-19.34,AVLO,581,S-106,2025,9,0,19.57,201.0,24.93,4,-67.2,58.29,AVE,177.0,-37.2,44.21,AVE,157.0,30.6,28.13,AVE,157.0,52.8,22.22,AVE,201.0
00004_22-09-2025-20.05,AVE,414,S-103,2025,9,0,20.08,157.0,28.13,46,-67.8,44.21,AVE,157.0,-30.6,24.93,AVLO,201.0,22.2,22.22,AVE,201.0,62.4,34.41,AVE,172.0
00009_22-09-2025-20.22,IRYO,461,S-109,2025,9,0,20.37,172.0,10.97,1085,-48.0,24.93,AVLO,201.0,-17.4,28.13,AVE,157.0,4.8,22.22,AVE,201.0,45.0,34.41,AVE,172.0
00020_22-09-2025-20.27,AVE,414,S-103,2025,9,0,20.45,201.0,22.22,15,-52.8,24.93,AVLO,201.0,-22.2,28.13,AVE,157.0,40.2,34.41,AVE,172.0,585.0,33.98,AVLO,157.0
00005_22-09-2025-21.02,OUIGO,509,S-108,2025,9,0,21.03,172.0,37.19,0,-57.0,28.13,AVE,157.0,-34.8,22.22,AVE,201.0,5.4,34.41,AVE,172.0,550.2,33.98,AVLO,157.0
00007_22-09-2025-21.07,AVE,414,S-103,2025,9,0,21.12,172.0,34.41,3,-62.4,28.13,AVE,157.0,-40.2,22.22,AVE,201.0,544.8,33.98,AVLO,157.0,559.8,56.57,AVE,178.0
00001_23-09-2025-06.12,AVLO,581,S-106,2025,9,1,6.2,157.0,33.98,790,-585.0,22.22,AVE,201.0,-544.8,34.41,AVE,172.0,15.0,56.57,AVE,178.0,45.0,131.74,AVE,157.0
00002_23-09-2025-06.22,IRYO,461,S-109,2025,9,1,6.37,157.0,43.02,276,-555.0,34.41,AVE,172.0,-10.2,33.98,AVLO,157.0,4.8,56.57,AVE,178.0,34.8,131.74,AVE,157.0
00003_23-09-2025-06.27,AVE,359,S-103,2025,9,1,6.45,178.0,56.57,230,-559.8,34.41,AVE,172.0,-15.0,33.98,AVLO,157.0,30.0,131.74,AVE,157.0,60.0,41.65,AVE,199.0
00004_23-09-2025-06.57,AVE,414,S-103,2025,9,1,6.95,157.0,131.74,0,-45.0,33.98,AVLO,157.0,-30.0,56.57,AVE,178.0,30.0,41.65,AVE,199.0,60.0,29.14,AVE,157.0
00005_23-09-2025-07.02,OUIGO,509,S-108,2025,9,1,7.03,172.0,45.74,21,-34.8,56.57,AVE,178.0,-4.8,131.74,AVE,157.0,25.2,41.65,AVE,199.0,55.2,29.14,AVE,157.0
00002_23-09-2025-07.22,IRYO,461,S-109,2025,9,1,7.37,157.0,27.2,361,-55.2,56.57,AVE,178.0,-25.2,131.74,AVE,157.0,4.8,41.65,AVE,199.0,34.8,29.14,AVE,157.0
00006_23-09-2025-07.27,AVE,414,S-103,2025,9,1,7.45,199.0,41.65,150,-60.0,56.57,AVE,178.0,-30.0,131.74,AVE,157.0,30.0,29.14,AVE,157.0,60.0,69.86,AVE,172.0
00004_23-09-2025-07.57,AVE,414,S-103,2025,9,1,7.95,157.0,29.14,817,-60.0,131.74,AVE,157.0,-30.0,41.65,AVE,199.0,30.0,69.86,AVE,172.0,60.0,31.44,AVE,164.0
00007_23-09-2025-08.27,AVE,414,S-103,2025,9,1,8.45,172.0,69.86,1,-60.0,41.65,AVE,199.0,-30.0,29.14,AVE,157.0,30.0,31.44,AVE,164.0,60.0,68.21,AVE,194.0
00002_23-09-2025-08.32,IRYO,461,S-109,2025,9,1,8.53,157.0,37.53,47,-34.8,29.14,AVE,157.0,-4.8,69.86,AVE,172.0,25.2,31.44,AVE,164.0,55.2,68.21,AVE,194.0
00008_23-09-2025-08.57,AVE,414,S-103,2025,9,1,8.95,164.0,31.44,388,-60.0,29.14,AVE,157.0,-30.0,69.86,AVE,172.0,30.0,68.21,AVE,194.0,90.0,33.3,AVLO,172.0
00009_23-09-2025-09.22,IRYO,461,S-109,2025,9,1,9.37,172.0,45.67,24,-55.2,69.86,AVE,172.0,-25.2,31.44,AVE,164.0,4.8,68.21,AVE,194.0,64.8,33.3,AVLO,172.0
00010_23-09-2025-09.27,AVE,414,S-103,2025,9,1,9.45,194.0,68.21,5,-60.0,69.86,AVE,172.0,-30.0,31.44,AVE,164.0,60.0,33.3,AVLO,172.0,120.0,40.73,AVE,199.0
00009_23-09-2025-09.57,IRYO,461,S-109,2025,9,1,9.95,172.0,44.89,36,-60.0,31.44,AVE,164.0,-30.0,68.21,AVE,194.0,30.0,33.3,AVLO,172.0,90.0,40.73,AVE,199.0
00011_23-09-2025-10.02,OUIGO,509,S-108,2025,9,1,10.03,182.0,34.14,49,-64.8,31.44,AVE,164.0,-34.8,68.21,AVE,194.0,25.2,33.3,AVLO,172.0,85.2,40.73,AVE,199.0
00012_23-09-2025-10.27,AVLO,581,S-106,2025,9,1,10.45,172.0,33.3,148,-90.0,31.44,AVE,164.0,-60.0,68.21,AVE,194.0,60.0,40.73,AVE,199.0,120.0,47.46,AVE,197.0
00009_23-09-2025-11.22,IRYO,461,S-109,2025,9,1,11.37,172.0,40.24,51,-115.2,68.21,AVE,194.0,-55.2,33.3,AVLO,172.0,4.8,40.73,AVE,199.0,64.8,47.46,AVE,197.0
00006_23-09-2025-11.27,AVE,826,S-103,2025,9,1,11.45,199.0,40.73,193,-120.0,68.21,AVE,194.0,-60.0,33.3,AVLO,172.0,60.0,47.46,AVE,197.0,90.0,36.78,AVE,157.0
00009_23-09-2025-12.22,IRYO,461,S-109,2025,9,1,12.37,172.0,30.85,100,-115.2,33.3,AVLO,172.0,-55.2,40.73,AVE,199.0,4.8,47.46,AVE,197.0,34.8,36.78,AVE,157.0
00013_23-09-2025-12.27,AVE,378,S-103,2025,9,1,12.45,197.0,47.46,61,-120.0,33.3,AVLO,172.0,-60.0,40.73,AVE,199.0,30.0,36.78,AVE,157.0,51.0,48.24,AVE,184.0
00004_23-09-2025-12.57,AVE,414,S-103,2025,9,1,12.95,157.0,36.78,286,-90.0,40.73,AVE,199.0,-30.0,47.46,AVE,197.0,21.0,48.24,AVE,184.0,90.0,76.17,AVE,177.0
